sacrebleu,rouge_l,meteor,bertscore,a3cu,tapas_acc
42.372734759352994,75.47169811320755,64.33771929824562,94.01697516441345,51.57672166824341,100.0
100.00000000000004,100.0,99.9898229187869,99.99999403953552,92.94652342796326,100.0
33.535699101570344,69.56521739130434,77.6929793357695,94.42801475524902,60.716187953948975,100.0
8.217199674521215,25.0,26.041666666666668,87.32343316078186,35.06925702095032,0.0
8.863561426206356,37.50000000000001,40.96854791299235,94.77806687355042,76.85418725013733,100.0
6.844440314233808,40.0,50.37471420103311,89.2687976360321,48.57684671878815,100.0
6.597833499136778,22.222222222222225,35.115898211136304,86.57538890838623,24.76966828107834,100.0
67.03420896351791,87.99999999999999,90.63588552694488,95.53181529045105,19.6126788854599,100.0
3.4685359634176627,16.43835616438356,24.56225680933852,80.87894916534424,13.409605622291565,100.0
17.05785400383973,38.88888888888889,53.9516129032258,89.15486931800842,12.306719273328781,0.0
13.336986497272752,37.03703703703704,45.56025048638133,91.1943793296814,38.59104812145233,100.0
20.310341961604593,44.44444444444445,58.42776203966006,90.67615866661072,17.976506054401398,100.0
3.9253456897493937,29.166666666666668,23.14814814814815,89.17245864868164,23.976407945156097,100.0
42.45212493948325,80.85106382978724,94.60738596027227,95.43148279190063,91.34374856948853,100.0
32.490568049380954,56.60377358490566,69.43793301036621,93.31737756729126,71.67514562606812,100.0
6.761642533250772,23.80952380952381,26.235294117647058,86.87599897384644,7.1365877985954285,100.0
22.756030775408274,39.21568627450981,66.5728672985782,92.41892099380493,31.689298152923584,100.0
72.19755247180704,90.56603773584904,89.628880866426,97.9447603225708,87.05602884292603,100.0
32.18321162412337,71.1864406779661,73.78376075658176,95.7931399345398,83.03173780441284,100.0
11.408424519986962,36.36363636363637,49.77876106194691,90.56279063224792,57.179319858551025,100.0
3.964128941571813,17.647058823529413,46.10692102928128,87.86335587501526,50.61447620391846,100.0
21.004850229269238,48.00000000000001,59.61496149614962,91.18425250053406,59.535402059555054,100.0
10.5616199237862,41.269841269841265,31.3950313950314,90.37770628929138,50.88372826576233,100.0
18.015665605771815,52.83018867924528,46.07695073714491,91.48629903793335,40.94953238964081,100.0
8.68037276163564,36.58536585365854,54.15032679738562,91.33625030517578,41.3558304309845,100.0
15.339830594485258,37.333333333333336,46.61542361153928,91.46532416343689,25.07191300392151,100.0
19.614334263059163,54.545454545454554,68.18871359223301,90.56427478790283,63.02226781845093,100.0
34.758221480506116,65.45454545454547,82.22330254415819,96.94687128067017,94.92596983909607,100.0
39.55175394281116,68.9655172413793,79.84421295365269,93.69161128997803,58.98852348327637,100.0
5.394210545771001,27.77777777777778,36.163522012578625,89.56205248832703,43.466517329216,100.0
9.899454101616163,34.78260869565218,54.87804878048781,88.40802311897278,14.310890436172485,100.0
27.316196943813136,73.46938775510205,89.71291866028709,94.86548900604248,44.234949350357056,100.0
5.975034814255911,28.571428571428566,22.665902953931756,85.3247880935669,8.147066831588745,100.0
